click	market_price	weekday	hour	siteid	slot_w	slot_h	advertiser	pctr
0	29.0	3	0	trqRTuToMTNUjM9r5rMi	950	90	3358	0.24671087001878814
0	120.0	3	0	trqRTummPvas1m58uG	300	250	3358	0.25567073516128475
0	20.0	3	0	DFpETuxoGQdcFNKbuKz	336	280	3358	0.029540343804415232
0	82.0	3	0	trqRTuMvjTN7X9KbuKz	728	90	3358	0.3706083590131537
0	62.0	3	0	DFpETuxoGQdcFNKbuKz	336	280	3358	0.029540343804415232
0	14.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	34.0	3	0	trqRTu1ojqN-gMKzwFnWvpdh	950	90	3358	0.3443663953431845
0	160.0	3	0	trqRTvFoXq9ojqKbuKz	300	250	3358	0.36518728181822374
0	9.0	3	0	3KFgqvdNBqmI1m54UDaWvp2	300	250	3358	0.5161953306418916
0	20.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	187.0	3	0	trqRTvpoXQ1mjM1oaF9rqxMzmw	300	250	3358	0.22907121661633448
0	72.0	3	0	tS1Ftpu0GIL7XY1rwFpSNpB_m9NT	728	90	3358	0.5227423266268443
0	24.0	3	0	UNKNOWN_SITE	300	250	3358	0.9668969640322471
0	95.0	3	0	DSmreF9aBTN7gqKbuKz	950	90	3358	0.07595955256759378
0	47.0	3	0	5KFwt19IjTxvXOb4JKTI	300	250	3358	0.516309804872579
0	117.0	3	0	trqRTvFoMNmIFY5SaMpENpn	336	280	3358	0.1943459291904769
0	60.0	3	0	trqRTuNoGTlyDok4JKTI	950	90	3358	0.025053917611971337
0	140.0	3	0	UNKNOWN_SITE	336	280	3358	0.9605134068427481
0	69.0	3	0	DFF4V19RQqsNgMb4uSFK	950	90	3358	0.017149057919155563
0	133.0	3	0	trqRTvdNXqT7Xhq_5Spr-P	950	90	3358	0.5778146538624448
0	191.0	3	0	trqRTudNMoux1m58uMpEN0	728	90	3358	0.5202330180512693
0	256.0	3	0	trqRTJnIMTKI1m58uG	950	90	3358	0.7837781859367543
0	58.0	3	0	5KKFB19cMQj7gsz	300	250	3358	0.5137874371969049
0	74.0	3	0	5F97t5E0BTK7XhNrUMpENpn	160	600	3358	0.15942010362696515
0	72.0	3	0	trqRTvdNQqsbaOMYJSLWvpdh	160	600	3358	0.23115604607107607
0	49.0	3	0	tA1cG19YBqxYwddWcMpEc5x_oud8SdC	300	250	3358	0.5078966983140423
0	51.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	59.0	3	0	trqRTvTYLeL7gspy	728	90	3358	0.5212407647708529
0	60.0	3	0	trqRTuNoGTlyDok4JKTI	950	90	3358	0.025053917611971337
0	218.0	3	0	6OkxTuuxOeBs1m58uG	300	250	3358	0.3466021969462417
0	63.0	3	0	UNKNOWN_SITE	160	600	3358	0.8913297312335571
0	124.0	3	0	trqRTuMvjTN7X9KbuKz	300	250	3358	0.36625672486942573
0	150.0	3	0	tMxXeuTEMxscFsf	160	600	3358	0.21982568741101816
0	14.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	123.0	3	0	DF9blS9bQqsIFYB4uA5R	300	250	3358	0.5106340874474182
0	157.0	3	0	trqRTvuWL6a7gsz	300	250	3358	0.5178365992782253
0	39.0	3	0	UNKNOWN_SITE	250	250	3358	0.9692803479270693
0	256.0	3	0	trqRTJnIMTKI1m58uG	950	90	3358	0.7837781859367543
0	62.0	3	0	trqRTvp8gIc7gspy	160	600	3358	0.18515271091423893
0	123.0	3	0	eYf-qpu0Bol7gmmi	300	250	3358	0.5180840583301052
0	60.0	3	0	51F-l19YBqq4gsz4JKTI	336	280	3358	0.21364782991533252
0	204.0	3	0	trqRTJkRMqqYJmp4wspENpn	336	280	3358	0.4723734073274764
0	167.0	3	0	DFF4V19RQqsNgMb4uSFK	950	90	3358	0.017149057919155563
0	236.0	3	0	tFKETuqyMo1mjMp45SqfNX	300	250	3358	0.46712671366285996
0	48.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	236.0	3	0	tFKETuqyMo1mjMp45SqfNX	300	250	3358	0.46712671366285996
0	11.0	3	0	trqRTvKaXTKfgg24JKTI	200	200	3358	0.5758117865687017
0	65.0	3	0	UNKNOWN_SITE	300	250	3358	0.9668969640322471
0	30.0	3	0	31SbGpuEMushad9owDEWvpdh	250	250	3358	0.5297348685309821
0	10.0	3	0	trqRTvFoMNmIFY5SaMpENpn	336	280	3358	0.1943459291904769
0	60.0	3	0	UNKNOWN_SITE	728	90	3358	0.9674903513631161
0	130.0	3	0	trqRTuNoGTlyDok4JKTI	950	90	3358	0.025053917611971337
0	137.0	3	0	trqRTuM7Gqq7adj4JKTI	728	90	3358	0.5194656456511274
0	97.0	3	0	trqRTu1Ejqz7gsz	950	90	3358	0.4135668035175117
0	14.0	3	0	trqRTu1YP5scFsf	950	90	3358	0.015497086791200081
0	103.0	3	0	eSKot19-gNb7gspy5SqW	300	250	3358	0.22524575080797082
0	110.0	3	0	eSKot19-gNb7gspy5SqW	300	250	3358	0.22524575080797082
0	236.0	3	0	tFKETuqyMo1mjMp45SqfNX	300	250	3358	0.46712671366285996
0	140.0	3	0	trqRTvdNXqT7Xhq_5Spr-P	950	90	3358	0.5778146538624448
0	201.0	3	0	51F-l19YBqq4gsz4JKTI	336	280	3358	0.21364782991533252
